STATION_ID,STATION_NAME,LAT,LON,CAPACITY,NUM_BIKES_AVAILABLE,NUM_DOCKS_AVAILABLE,OCCUPATION_RATIO,TOTAL_CAPACITY,RATIO
361,PG. DE COLOM (LES RAMBLES),41.3765200,2.1788100,33,32,1,0.9697,33,0.9697
362,"C/ BAILÉN, 100",41.3969940,2.1706323,32,5,27,0.1563,32,0.1563
363,"C/ BRUC, 20",41.3908381,2.1743743,24,9,15,0.3750,24,0.3750
364,"PG. DE GRÀCIA, 61",41.3930620,2.1633226,33,12,20,0.3636,33,0.3636
365,"C/ VILADOMAT, 244",41.3875712,2.1469336,31,1,28,0.0323,31,0.0323
366,"LA RAMBLA, 75",41.3811389,2.1729755,18,16,0,0.8889,18,0.8889
367,"C/ MARQUÈS DE SENTMENAT, 46",41.3849720,2.1376205,32,1,29,0.0313,32,0.0313
368,"C/ DIPUTACIÓ, 373",41.3968391,2.1756598,27,1,25,0.0370,27,0.0370
369,"C/ CONSELL DE CENT, 482",41.4001300,2.1780175,27,3,19,0.1111,27,0.1111
370,"C/ SARDENYA, 326",41.4039698,2.1729061,32,0,31,0.0000,32,0.0000
371,"C/ DELS ENAMORATS, 49",41.4040525,2.1811990,36,3,32,0.0833,36,0.0833
372,"C/ RIBES, 77",41.4001015,2.1841711,27,21,3,0.7778,27,0.7778
373,"AV. PARAL.LEL, 132",41.3750995,2.1613897,30,17,12,0.5667,30,0.5667
374,"PG. DE GRÀCIA, 89",41.3949729,2.1612814,33,5,25,0.1515,33,0.1515
375,WORLD TRADE CENTER,41.3720293,2.1804468,39,22,17,0.5641,39,0.5641
376,WORLD  TRADE CENTER,41.3718728,2.1803020,39,20,18,0.5128,39,0.5128
377,PL. ICTÍNEO,41.3776292,2.1836886,29,17,10,0.5862,29,0.5862
378,"PL. JOAQUIM XIRAU I PALAU, 1",41.3785379,2.1767427,21,18,2,0.8571,21,0.8571
379,"AV. JOSEP TARRADELLAS, 27",41.3829333,2.1420704,21,1,19,0.0476,21,0.0476
380,"C/ DURAN I BAS, 2",41.3854094,2.1740155,24,8,15,0.3333,24,0.3333
381,"C/ AGUSTÍ DURAN I SANPERE, 10",41.3816139,2.1677697,41,13,25,0.3171,41,0.3171
382,"C/ LOPE DE VEGA, 79",41.4038902,2.2041137,27,25,1,0.9259,27,0.9259
383,"C/ NUMÀNCIA, 2",41.3812190,2.1417670,24,8,15,0.3333,24,0.3333
384,"C/ VILAMARÍ, 85",41.3807072,2.1468381,26,1,23,0.0385,26,0.0385
385,"C/ CASANOVA, 119",41.3878880,2.1552902,30,0,29,0.0000,30,0.0000
386,AV. PARAL.LEL 164,41.3751866,2.1568773,18,8,7,0.4444,18,0.4444
387,"C/ NÀPOLS, 125",41.3957813,2.1787074,32,6,25,0.1875,32,0.1875
388,"C/ RIERA ALTA, 6",41.3806411,2.1671611,35,13,22,0.3714,35,0.3714
389,RECINTE PARC DE LA CIUTADELLA,41.3873901,2.1875446,27,22,5,0.8148,27,0.8148
390,"C/ COMERÇ, 36",41.3869612,2.1820169,25,20,5,0.8000,25,0.8000
391,"C/ GRAN DE LA SAGRERA, 74",41.4230551,2.1913753,27,8,19,0.2963,27,0.2963
392,"C/ RAMON TURRÓ, 4",41.3905303,2.1906339,19,18,0,0.9474,19,0.9474
393,"C/ LLACUNA, 86",41.4022657,2.1976297,32,27,1,0.8438,32,0.8438
394,"C/ DIPUTACIÓ, 226",41.3873057,2.1631263,27,16,11,0.5926,27,0.5926
395,"PL. CATALUNYA, 22",41.3860607,2.1702467,32,28,0,0.8750,32,0.8750
396,"C/ JOAN MIRÓ, 2-12",41.3890253,2.1968267,32,3,28,0.0938,32,0.0938
397,AV. LITORAL (PG MARÍTIM DEL PORT OLÍMPI,41.3889129,2.1993105,27,13,12,0.4815,27,0.4815
398,PG. MARÍTIM DE LA BARCELONETA/ANDREA DÒ,41.3809550,2.1934636,35,24,10,0.6857,35,0.6857
399,"C/ PAVIA, 3",41.3734706,2.1332694,27,11,16,0.4074,27,0.4074
400,MOLL ORIENTAL,41.3694508,2.1879597,44,2,40,0.0455,44,0.0455
401,PLA DE PALAU,41.3824180,2.1837230,24,18,6,0.7500,24,0.7500
402,PG. DE COLOM (VIA LAIETANA),41.3806280,2.1821917,31,30,0,0.9677,31,0.9677
403,"C/ VALLESPIR, 49",41.3796421,2.1368202,22,2,20,0.0909,22,0.0909
404,"C/ JUAN GRIS, 28",41.3653426,2.1331357,32,8,24,0.2500,32,0.2500
405,"C/ COMTE BORRELL, 198",41.3854003,2.1521802,26,1,25,0.0385,26,0.0385
406,"GRAN VIA DE LES CORTS CATALANES, 592",41.3863747,2.1646697,33,30,0,0.9091,33,0.9091
408,"C/ RAMON TRIAS FARGAS, 23",41.3889972,2.1923283,39,13,26,0.3333,39,0.3333
409,"C/ JOAN D'ÀUSTRIA, 31B",41.3923840,2.1925059,27,23,3,0.8519,27,0.8519
410,PG.DE COLOM (LES RAMBLES),41.3764330,2.1787100,38,28,5,0.7368,38,0.7368
411,"C/ JOSEP PLA, 67",41.4113810,2.2122054,24,13,8,0.5417,24,0.5417
412,"PL. URQUINAONA, 3",41.3893094,2.1727457,27,6,15,0.2222,27,0.2222
413,"C/ BRUC, 66",41.3934890,2.1707419,32,7,20,0.2188,32,0.2188
415,"RAMBLA DEL RAVAL, 13",41.3793558,2.1689592,25,10,13,0.4000,25,0.4000
416,"UAB - RAMBLA DEL RAVAL, 20",41.3781065,2.1696744,27,10,17,0.3704,27,0.3704
417,"C/ VILLAR, 2",41.4164824,2.1801094,32,5,22,0.1563,32,0.1563
418,UAB - PG. DE LLUíS COMPANYS (ARC DE TRIOMF),41.3910620,2.1801142,27,14,9,0.5185,27,0.5185
419,PG. DE LLUIS COMPAYNS (ARC DE TRIOMF),41.3913130,2.1808391,33,29,2,0.8788,33,0.8788
420,"GRAN VIA DE LES CORTS CATALANES, 368",41.3743329,2.1479385,27,12,13,0.4444,27,0.4444
421,"C/ VALLESPIR, 13",41.3781180,2.1378667,25,2,21,0.0800,25,0.0800
422,"SEIDOR-C/ JORDI GIRONA, 29",41.3881175,2.1154135,28,15,12,0.5357,28,0.5357
423,"C/ HONDURAS, 32-34",41.4202459,2.1894852,32,10,21,0.3125,32,0.3125
424,PG. MARÍTIM DE LA BARCELONETA,41.3795862,2.1925198,27,23,3,0.8519,27,0.8519
425,"C/ DE CERVELLÓ, 5",41.3765618,2.1748621,24,23,1,0.9583,24,0.9583
426,"C/ DE RIBES, 59 B",41.3982800,2.1830315,33,21,11,0.6364,33,0.6364
427,"C/ DE SANT PAU, 119/ RONDA SANT PAU",41.3754047,2.1680021,26,23,0,0.8846,26,0.8846
428,"C/ PUJADES, 103",41.3983902,2.1960799,33,31,0,0.9394,33,0.9394
429,"SEIDOR-C/ GRAN CAPITÀ, 9",41.3881262,2.1091535,28,4,24,0.1429,28,0.1429
430,"SEIDOR-C/ ALFAMBRA, 2 | AV. DIAGONAL",41.3856410,2.1130960,28,13,14,0.4643,28,0.4643
431,"AV. JOAN XXIII, 17",41.3834670,2.1221750,20,1,18,0.0500,20,0.0500
432,"C/ MARTÍ I FRANQUÈS, 1",41.3847061,2.1170751,28,10,18,0.3571,28,0.3571
433,"SEIDOR-C/ JOHN MAYNARD KEYNES, 2 | AV. DGNAL.",41.3862258,2.1168609,42,8,31,0.1905,42,0.1905
434,"C/ ROGER, 24",41.3767538,2.1269152,27,1,25,0.0370,27,0.0370
435,"AV. DOCTOR MARAÑON, 25 | C/ PAU GARGALLO",41.3835850,2.1121860,28,2,22,0.0714,28,0.0714
436,"PG. ZONA FRANCA, 54",41.3545425,2.1433038,19,6,13,0.3158,19,0.3158
437,"PG. ZONA FRANCA, 9",41.3513237,2.1450958,36,2,34,0.0556,36,0.0556
438,"C/ NÀPOLS, 183",41.3981669,2.1754896,27,4,19,0.1481,27,0.1481
439,"RBLA. BADAL, 73 | C/ CONSTITUCIÓ",41.3685394,2.1328403,18,13,3,0.7222,18,0.7222
440,"C/ SELVA DE MAR, 230",41.4176940,2.1976864,26,15,10,0.5769,26,0.5769
441,"C/ WATT, 2",41.3754426,2.1398409,18,2,14,0.1111,18,0.1111
442,"C/ MINERIA, 30",41.3649272,2.1385990,18,3,13,0.1667,18,0.1667
443,"C/ CASANOVA, 139",41.3887127,2.1542277,32,0,30,0.0000,32,0.0000
444,"C/ LLEIDA, 40",41.3717304,2.1554047,27,15,8,0.5556,27,0.5556
445,"C/ VILAMARÍ, 2",41.3755016,2.1540040,24,0,23,0.0000,24,0.0000
446,"PG. JOAN DE BORBÓ, 42",41.3779974,2.1884228,15,7,6,0.4667,15,0.4667
447,"C/ ALMOGÀVERS, 63",41.3943033,2.1860256,27,20,0,0.7407,27,0.7407
448,"C/ RAMÓN TURRÓ, 160",41.3972809,2.1997869,27,23,3,0.8519,27,0.8519
449,"C/ BOLIVIA, 120",41.4058109,2.1949461,27,17,6,0.6296,27,0.6296
450,"C/ CRISTOBAL DE MOURA, 84",41.4107120,2.2061691,27,5,22,0.1852,27,0.1852
451,"C/ PALLARS, 504",41.4140598,2.2150487,24,17,5,0.7083,24,0.7083
452,"GRAN VIA DE LES CORTS CATALANES, 1157 (D)",41.4194972,2.2093400,54,12,42,0.2222,54,0.2222
454,"C/ SARDENYA, 402",41.4072349,2.1684799,27,2,23,0.0741,27,0.0741
455,"C/ PROVENÇA, 595",41.4105848,2.1826833,22,3,18,0.1364,22,0.1364
456,"C/ MÚRCIA, 1",41.4143392,2.1874539,20,1,19,0.0500,20,0.0500
457,"C/ GRANADELLA, 10-19 | C/ SAS",41.4383117,2.2039823,18,5,13,0.2778,18,0.2778
458,"C/ TUCUMÁN, 21",41.4457962,2.2010422,24,16,7,0.6667,24,0.6667
459,"PG. SANTA COLOMA, 105",41.4479402,2.1976757,39,29,9,0.7436,39,0.7436
460,"C/ MIREIA, 28",41.4513863,2.1894717,15,5,9,0.3333,15,0.3333
461,"AV. RIO DE JANEIRO, 118",41.4424890,2.1857270,28,1,26,0.0357,28,0.0357
462,"C/ PALAMÓS, 33",41.4469230,2.1848570,28,0,28,0.0000,28,0.0000
463,"C/ PEDROSA, 24",41.4490679,2.1833801,24,4,20,0.1667,24,0.1667
464,"AV. RIO DE JANEIRO, 96",41.4396920,2.1823350,24,2,22,0.0833,24,0.0833
465,"C/ ROSSELLÓ, 261",41.3954094,2.1599427,27,3,23,0.1111,27,0.1111
466,"C/ PABLO IGLESIAS, 21",41.4433870,2.1813051,30,1,29,0.0333,30,0.0333
467,PL. JESÚS CARRASCO,41.4450463,2.1767260,20,1,18,0.0500,20,0.0500
468,"C/ NOU BARRIS, 23",41.4480464,2.1775154,18,0,0,0.0000,18,0.0000
469,"C/ SANT FRANCESC XAVIER, 1",41.4417001,2.1781553,12,0,12,0.0000,12,0.0000
470,"C/ GÒNGORA, 23",41.4432762,2.1746238,24,1,23,0.0417,24,0.0417
471,"PG. VALLDAURA, 171",41.4389014,2.1715576,24,2,22,0.0833,24,0.0833
472,"VIA FAVÈNCIA, 186",41.4427374,2.1703930,24,2,22,0.0833,24,0.0833
473,"PG. FABRA I PUIG, 449",41.4388644,2.1657506,20,0,20,0.0000,20,0.0000
474,"VIA FAVÈNCIA, 47",41.4418604,2.1664224,24,5,19,0.2083,24,0.2083
475,"C/ CAMPO FLORIDO, 66",41.4216738,2.1799878,19,0,18,0.0000,19,0.0000
476,"C/ PERIODISTES, 9",41.4220370,2.1744010,18,0,18,0.0000,18,0.0000
477,"C/ AMILCAR, 78",41.4260751,2.1722534,26,15,11,0.5769,26,0.5769
478,"C/ ESCULTOR LLIMONA, 7",41.4276076,2.1697582,30,2,28,0.0667,30,0.0667
479,"PG. FABRA I PUIG, 344",41.4306230,2.1671068,18,1,17,0.0556,18,0.0556
480,"PG. FABRA I PUIG, 385",41.4333259,2.1629258,28,3,23,0.1071,28,0.1071
481,"PG. FABRA I PUIG, 411",41.4357978,2.1638720,26,8,18,0.3077,26,0.3077
482,"PG. UNIVERSAL, 29 | C/ DOCTOR LETAMENDI",41.4372022,2.1620235,23,4,19,0.1739,23,0.1739
483,"C/ LISBOA, 1",41.4295617,2.1589685,29,9,20,0.3103,29,0.3103
484,"C/ EDUARD TODA, 33 | C/ DOCTOR LETAMENDI",41.4345997,2.1585268,27,1,25,0.0370,27,0.0370
485,"PG. VALLDAURA, 26",41.4374904,2.1565742,27,2,25,0.0741,27,0.0741
486,"C/ PORTO, 35 | AV. ESTATUT DE CATALUNYA",41.4306102,2.1564551,28,6,21,0.2143,28,0.2143
487,"C/ LISBOA, 128",41.4267638,2.1521909,27,4,23,0.1481,27,0.1481
488,"AV. CAN MARCET, 36",41.4347859,2.1479040,27,0,26,0.0000,27,0.0000
489,"C/ JORGE MANRIQUE, 15",41.4312335,2.1499103,27,15,12,0.5556,27,0.5556
490,"PG. VALL D'HEBRÓN, 168",41.4280668,2.1443777,50,1,48,0.0200,50,0.0200
491,"C/ PARE MARIANA, 24",41.4306689,2.1456449,27,0,27,0.0000,27,0.0000
492,PL. TETUAN,41.3943454,2.1751709,24,4,17,0.1667,24,0.1667
493,"PG. VALL D'HEBRÓN, 80",41.4199650,2.1401823,24,2,21,0.0833,24,0.0833
495,"C/ DIPUTACIÓ, 22",41.3778460,2.1505230,21,4,17,0.1905,21,0.1905
496,"C/ PROVENÇA,  445",41.4048623,2.1747990,18,3,15,0.1667,18,0.1667
497,"PTGE. MALUQUER, 16",41.4095489,2.1360313,27,0,26,0.0000,27,0.0000
498,"C/ ESTEVE TERRADAS, 42",41.4144967,2.1402433,26,4,22,0.1538,26,0.1538
499,"AV. VALLCARCA, 196",41.4160558,2.1421504,27,0,27,0.0000,27,0.0000
500,"C/ ARGENTERA, 23",41.4117633,2.1453424,23,3,18,0.1304,23,0.1304
501,"C/ ELISA, 1",41.4052698,2.1420204,16,4,11,0.2500,16,0.2500
502,"AV. VALLCARCA, 11",41.4074444,2.1492066,18,0,17,0.0000,18,0.0000
503,"C/ MAIGNON, 31-41",41.4095926,2.1524953,30,0,29,0.0000,30,0.0000
504,"C/ MASSENS, 76",41.4092333,2.1557747,28,3,23,0.1071,28,0.1071
505,"C/ CAMÈLIES, 78",41.4145614,2.1658677,27,1,26,0.0370,27,0.0370
506,"C/ GARRIGA I ROCA, 2",41.4191957,2.1718497,15,3,11,0.2000,15,0.2000
507,"C/ SARDENYA, 494",41.4107641,2.1640965,24,1,22,0.0417,24,0.0417
508,"C/ SARDENYA, 465",41.4090922,2.1656378,27,0,26,0.0000,27,0.0000
509,"C/ TORRENT DE L'OLLA, 11",41.3989713,2.1606736,32,2,26,0.0625,32,0.0625
510,"C/ GRAN DE GRÀCIA, 37",41.3989151,2.1564253,27,3,23,0.1111,27,0.1111
511,"C/ GRAN DE GRÀCIA, 91",41.4006862,2.1543317,20,10,8,0.5000,20,0.5000
512,"C/ D'ALACANT, 12",41.4000778,2.1326911,27,1,26,0.0370,27,0.0370
513,"VIA AUGUSTA, 317",41.3990170,2.1243290,28,1,26,0.0357,28,0.0357
514,"C/ ARAGÓ, 614",41.4095069,2.1885055,18,0,18,0.0000,18,0.0000
515,"C/ SANT ADRIÀ, 43",41.4352071,2.1948002,24,9,14,0.3750,24,0.3750
516,"C/ SANT ADRIÀ, 88",41.4354601,2.2001569,21,7,14,0.3333,21,0.3333
517,"AV. RASOS DE PEGUERA, 10",41.4620950,2.1789590,20,10,10,0.5000,20,0.5000
518,"C/ LLOBREGÓS, 115",41.4246885,2.1570492,27,4,23,0.1481,27,0.1481
519,"C/ PEDRELL, 52",41.4246548,2.1662890,24,0,24,0.0000,24,0.0000
